TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber,YearMonth,DateOnly,TransactionTime_parsed,Hour,Weekday
TXN05309,2024-06-30,66.6,SBI Bank,HDFC Bank,6083.52,Delhi,Female,Transfer,Success,13:57:53,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456794321,987654326321,2024-06,2024-06-30,13:57:53,13,Sunday
TXN05315,2024-12-06,73.62,Axis Bank,Axis Bank,2465.38,Hyderabad,Female,Transfer,Failed,22:09:28,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456794327,987654326327,2024-12,2024-12-06,22:09:28,22,Friday
TXN05317,2024-02-08,41.3,SBI Bank,HDFC Bank,5871.65,Delhi,Female,Transfer,Success,11:46:46,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456794329,987654326329,2024-02,2024-02-08,11:46:46,11,Thursday
TXN05318,2024-03-09,42.37,ICICI Bank,SBI Bank,5919.48,Bangalore,Male,Payment,Success,11:14:21,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456794330,987654326330,2024-03,2024-03-09,11:14:21,11,Saturday
TXN05320,2024-05-11,100.8,HDFC Bank,ICICI Bank,8835.76,Mumbai,Male,Payment,Failed,20:46:12,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456794332,987654326332,2024-05,2024-05-11,20:46:12,20,Saturday
TXN05322,2024-07-13,90.7,ICICI Bank,SBI Bank,2641.97,Bangalore,Male,Payment,Success,17:00:22,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,123456794334,987654326334,2024-07,2024-07-13,17:00:22,17,Saturday
TXN05326,2024-11-17,111.8,ICICI Bank,SBI Bank,8226.27,Bangalore,Male,Payment,Success,02:30:55,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456794338,987654326338,2024-11,2024-11-17,02:30:55,2,Sunday
TXN05351,2024-12-12,196.79,Axis Bank,Axis Bank,2479.41,Hyderabad,Female,Transfer,Success,15:12:29,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,123456794363,987654326363,2024-12,2024-12-12,15:12:29,15,Thursday
TXN05356,2024-05-17,153.0,HDFC Bank,ICICI Bank,8898.39,Mumbai,Male,Payment,Success,20:57:13,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456794368,987654326368,2024-05,2024-05-17,20:57:13,20,Friday
TXN05376,2024-01-07,130.46,HDFC Bank,ICICI Bank,9112.15,Mumbai,Male,Payment,Success,08:00:54,Mobile,UPI ID,Amazon,Food,36,Instant,INR,123456794388,987654326388,2024-01,2024-01-07,08:00:54,8,Sunday
TXN05385,2024-10-16,138.51,SBI Bank,HDFC Bank,8602.28,Delhi,Female,Transfer,Failed,17:21:55,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,123456794397,987654326397,2024-10,2024-10-16,17:21:55,17,Wednesday
TXN05389,2024-02-20,34.33,SBI Bank,HDFC Bank,1330.04,Delhi,Female,Transfer,Success,01:32:22,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,123456794401,987654326401,2024-02,2024-02-20,01:32:22,1,Tuesday
TXN05410,2024-11-11,3.43,ICICI Bank,SBI Bank,3585.08,Bangalore,Male,Payment,Failed,09:19:18,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456794422,987654326422,2024-11,2024-11-11,09:19:18,9,Monday
TXN05438,2024-03-09,58.81,ICICI Bank,SBI Bank,1073.47,Bangalore,Male,Payment,Success,04:28:42,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456794450,987654326450,2024-03,2024-03-09,04:28:42,4,Saturday
TXN05440,2024-05-11,12.94,HDFC Bank,ICICI Bank,4327.1,Mumbai,Male,Payment,Failed,04:18:40,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456794452,987654326452,2024-05,2024-05-11,04:18:40,4,Saturday
TXN05456,2024-09-27,161.83,HDFC Bank,ICICI Bank,4891.26,Mumbai,Male,Payment,Success,16:03:26,Laptop,QR Code,Amazon,Food,36,Instant,INR,123456794468,987654326468,2024-09,2024-09-27,16:03:26,16,Friday
TXN05461,2024-02-02,33.72,SBI Bank,HDFC Bank,1537.57,Delhi,Female,Transfer,Success,18:08:55,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,123456794473,987654326473,2024-02,2024-02-02,18:08:55,18,Friday
TXN05463,2024-04-04,19.34,Axis Bank,Axis Bank,5326.04,Hyderabad,Female,Transfer,Success,23:21:30,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,123456794475,987654326475,2024-04,2024-04-04,23:21:30,23,Thursday
TXN05478,2024-07-19,37.36,ICICI Bank,SBI Bank,7440.66,Bangalore,Male,Payment,Success,15:47:03,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456794490,987654326490,2024-07,2024-07-19,15:47:03,15,Friday
TXN05487,2024-04-28,125.14,Axis Bank,Axis Bank,6820.36,Hyderabad,Female,Transfer,Success,05:17:38,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456794499,987654326499,2024-04,2024-04-28,05:17:38,5,Sunday
TXN05493,2024-10-04,173.85,SBI Bank,HDFC Bank,2604.75,Delhi,Female,Transfer,Success,09:47:36,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,123456794505,987654326505,2024-10,2024-10-04,09:47:36,9,Friday
TXN05495,2024-12-06,142.2,Axis Bank,Axis Bank,584.14,Hyderabad,Female,Transfer,Failed,07:07:04,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,123456794507,987654326507,2024-12,2024-12-06,07:07:04,7,Friday
TXN05515,2024-08-26,120.0,Axis Bank,Axis Bank,6703.27,Hyderabad,Female,Transfer,Failed,02:14:59,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,123456794527,987654326527,2024-08,2024-08-26,02:14:59,2,Monday
TXN05524,2024-05-05,163.27,HDFC Bank,ICICI Bank,9907.96,Mumbai,Male,Payment,Success,00:35:40,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,123456794536,987654326536,2024-05,2024-05-05,00:35:40,0,Sunday
TXN05530,2024-11-11,197.13,ICICI Bank,SBI Bank,5053.65,Bangalore,Male,Payment,Failed,11:04:11,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456794542,987654326542,2024-11,2024-11-11,11:04:11,11,Monday
TXN05543,2024-12-24,44.87,Axis Bank,Axis Bank,6075.59,Hyderabad,Female,Transfer,Success,19:42:08,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,123456794555,987654326555,2024-12,2024-12-24,19:42:08,19,Tuesday
TXN05564,2024-09-15,160.65,HDFC Bank,ICICI Bank,8960.34,Mumbai,Male,Payment,Success,15:16:40,Laptop,QR Code,IRCTC,Others,24,Instant,INR,123456794576,987654326576,2024-09,2024-09-15,15:16:40,15,Sunday
TXN05573,2024-06-24,95.95,SBI Bank,HDFC Bank,5064.37,Delhi,Female,Transfer,Success,19:35:35,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,123456794585,987654326585,2024-06,2024-06-24,19:35:35,19,Monday
TXN05578,2024-11-29,146.12,ICICI Bank,SBI Bank,9558.41,Bangalore,Male,Payment,Success,01:14:23,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,123456794590,987654326590,2024-11,2024-11-29,01:14:23,1,Friday
TXN05579,2024-12-30,74.68,Axis Bank,Axis Bank,4028.87,Hyderabad,Female,Transfer,Success,11:12:01,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,123456794591,987654326591,2024-12,2024-12-30,11:12:01,11,Monday
TXN05585,2024-06-06,30.49,SBI Bank,HDFC Bank,8544.67,Delhi,Female,Transfer,Failed,22:51:26,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,123456794597,987654326597,2024-06,2024-06-06,22:51:26,22,Thursday
TXN05588,2024-09-09,35.81,HDFC Bank,ICICI Bank,3274.4,Mumbai,Male,Payment,Success,15:35:56,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,123456794600,987654326600,2024-09,2024-09-09,15:35:56,15,Monday
TXN05591,2024-12-12,175.26,Axis Bank,Axis Bank,7294.66,Hyderabad,Female,Transfer,Success,01:18:42,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,123456794603,987654326603,2024-12,2024-12-12,01:18:42,1,Thursday
TXN05602,2024-11-23,17.93,ICICI Bank,SBI Bank,3900.06,Bangalore,Male,Payment,Success,17:03:24,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456794614,987654326614,2024-11,2024-11-23,17:03:24,17,Saturday
TXN05605,2024-02-26,110.19,SBI Bank,HDFC Bank,5944.61,Delhi,Female,Transfer,Failed,04:09:29,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,123456794617,987654326617,2024-02,2024-02-26,04:09:29,4,Monday
TXN05623,2024-08-14,155.11,Axis Bank,Axis Bank,1837.45,Hyderabad,Female,Transfer,Success,15:38:56,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,123456794635,987654326635,2024-08,2024-08-14,15:38:56,15,Wednesday
TXN05624,2024-09-15,86.69,HDFC Bank,ICICI Bank,4943.59,Mumbai,Male,Payment,Success,21:54:42,Laptop,QR Code,IRCTC,Others,44,Instant,INR,123456794636,987654326636,2024-09,2024-09-15,21:54:42,21,Sunday
TXN05648,2024-09-09,192.29,HDFC Bank,ICICI Bank,200.85,Mumbai,Male,Payment,Success,22:38:36,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,123456794660,987654326660,2024-09,2024-09-09,22:38:36,22,Monday
TXN05654,2024-03-15,156.68,ICICI Bank,SBI Bank,4451.04,Bangalore,Male,Payment,Success,07:59:44,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456794666,987654326666,2024-03,2024-03-15,07:59:44,7,Friday
TXN05658,2024-07-19,31.37,ICICI Bank,SBI Bank,8011.84,Bangalore,Male,Payment,Success,15:23:36,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456794670,987654326670,2024-07,2024-07-19,15:23:36,15,Friday
TXN05671,2024-08-02,79.25,Axis Bank,Axis Bank,766.47,Hyderabad,Female,Transfer,Success,13:06:01,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,123456794683,987654326683,2024-08,2024-08-02,13:06:01,13,Friday
TXN05674,2024-11-05,33.61,ICICI Bank,SBI Bank,902.95,Bangalore,Male,Payment,Success,09:20:20,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,123456794686,987654326686,2024-11,2024-11-05,09:20:20,9,Tuesday
TXN05680,2024-05-11,141.99,HDFC Bank,ICICI Bank,2518.99,Mumbai,Male,Payment,Failed,08:06:34,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456794692,987654326692,2024-05,2024-05-11,08:06:34,8,Saturday
TXN05683,2024-08-14,122.91,Axis Bank,Axis Bank,7296.44,Hyderabad,Female,Transfer,Success,09:06:49,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,123456794695,987654326695,2024-08,2024-08-14,09:06:49,9,Wednesday
TXN05685,2024-10-16,59.1,SBI Bank,HDFC Bank,85.36,Delhi,Female,Transfer,Failed,21:16:57,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,123456794697,987654326697,2024-10,2024-10-16,21:16:57,21,Wednesday
TXN05700,2024-01-01,61.46,HDFC Bank,ICICI Bank,7231.79,Mumbai,Male,Payment,Failed,06:00:17,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,123456794712,987654326712,2024-01,2024-01-01,06:00:17,6,Monday
TXN05708,2024-09-09,162.19,HDFC Bank,ICICI Bank,3700.66,Mumbai,Male,Payment,Success,22:07:38,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,123456794720,987654326720,2024-09,2024-09-09,22:07:38,22,Monday
TXN05714,2024-03-15,112.7,ICICI Bank,SBI Bank,777.89,Bangalore,Male,Payment,Success,15:34:06,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,123456794726,987654326726,2024-03,2024-03-15,15:34:06,15,Friday
TXN05717,2024-06-18,116.73,SBI Bank,HDFC Bank,5445.41,Delhi,Female,Transfer,Success,16:11:14,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456794729,987654326729,2024-06,2024-06-18,16:11:14,16,Tuesday
TXN05718,2024-07-19,132.22,ICICI Bank,SBI Bank,8749.03,Bangalore,Male,Payment,Success,15:05:36,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456794730,987654326730,2024-07,2024-07-19,15:05:36,15,Friday
TXN05744,2024-09-15,132.89,HDFC Bank,ICICI Bank,9747.56,Mumbai,Male,Payment,Success,23:50:14,Laptop,QR Code,IRCTC,Others,44,Instant,INR,123456794756,987654326756,2024-09,2024-09-15,23:50:14,23,Sunday
TXN05745,2024-10-16,182.49,SBI Bank,HDFC Bank,3581.21,Delhi,Female,Transfer,Failed,00:23:24,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,123456794757,987654326757,2024-10,2024-10-16,00:23:24,0,Wednesday
TXN05759,2024-12-30,32.04,Axis Bank,Axis Bank,8003.32,Hyderabad,Female,Transfer,Success,16:35:51,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,123456794771,987654326771,2024-12,2024-12-30,16:35:51,16,Monday
TXN05783,2024-12-24,112.8,Axis Bank,Axis Bank,9032.05,Hyderabad,Female,Transfer,Success,06:31:12,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,123456794795,987654326795,2024-12,2024-12-24,06:31:12,6,Tuesday
TXN05784,2024-01-25,3.18,HDFC Bank,ICICI Bank,7599.41,Mumbai,Male,Payment,Success,02:10:00,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,123456794796,987654326796,2024-01,2024-01-25,02:10:00,2,Thursday
TXN05797,2024-02-08,117.56,SBI Bank,HDFC Bank,1017.58,Delhi,Female,Transfer,Success,19:42:12,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456794809,987654326809,2024-02,2024-02-08,19:42:12,19,Thursday
TXN05799,2024-04-10,132.81,Axis Bank,Axis Bank,4369.85,Hyderabad,Female,Transfer,Success,03:46:34,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,123456794811,987654326811,2024-04,2024-04-10,03:46:34,3,Wednesday
TXN05801,2024-06-12,94.91,SBI Bank,HDFC Bank,223.76,Delhi,Female,Transfer,Success,17:42:22,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,123456794813,987654326813,2024-06,2024-06-12,17:42:22,17,Wednesday
TXN05806,2024-11-17,189.35,ICICI Bank,SBI Bank,3805.04,Bangalore,Male,Payment,Success,17:26:57,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456794818,987654326818,2024-11,2024-11-17,17:26:57,17,Sunday
TXN05896,2024-05-17,176.89,HDFC Bank,ICICI Bank,5075.01,Mumbai,Male,Payment,Success,23:38:33,Tablet,Phone Number,Amazon,Food,36,Instant,INR,123456794908,987654326908,2024-05,2024-05-17,23:38:33,23,Friday
TXN05910,2024-07-01,160.97,ICICI Bank,SBI Bank,7184.61,Bangalore,Male,Payment,Failed,14:35:43,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,123456794922,987654326922,2024-07,2024-07-01,14:35:43,14,Monday
TXN05915,2024-12-06,132.67,Axis Bank,Axis Bank,7161.18,Hyderabad,Female,Transfer,Failed,01:26:24,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456794927,987654326927,2024-12,2024-12-06,01:26:24,1,Friday
TXN05945,2024-06-06,0.34,SBI Bank,HDFC Bank,7998.15,Delhi,Female,Transfer,Failed,21:23:42,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,123456794957,987654326957,2024-06,2024-06-06,21:23:42,21,Thursday
TXN05981,2024-06-12,185.98,SBI Bank,HDFC Bank,5791.38,Delhi,Female,Transfer,Success,11:14:12,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,123456794993,987654326993,2024-06,2024-06-12,11:14:12,11,Wednesday
TXN05988,2024-01-19,30.4,HDFC Bank,ICICI Bank,2798.73,Mumbai,Male,Payment,Success,00:07:40,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456795000,987654327000,2024-01,2024-01-19,00:07:40,0,Friday
TXN05992,2024-05-23,140.65,HDFC Bank,ICICI Bank,8704.49,Mumbai,Male,Payment,Success,16:56:53,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,123456795004,987654327004,2024-05,2024-05-23,16:56:53,16,Thursday
TXN05997,2024-10-28,125.69,SBI Bank,HDFC Bank,6695.72,Delhi,Female,Transfer,Success,02:02:50,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,123456795009,987654327009,2024-10,2024-10-28,02:02:50,2,Monday
TXN06002,2024-03-03,71.52,ICICI Bank,SBI Bank,3081.21,Bangalore,Male,Payment,Success,10:59:12,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,123456795014,987654327014,2024-03,2024-03-03,10:59:12,10,Sunday
TXN06018,2024-07-19,150.38,ICICI Bank,SBI Bank,5948.01,Bangalore,Male,Payment,Success,21:18:13,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456795030,987654327030,2024-07,2024-07-19,21:18:13,21,Friday
TXN06020,2024-09-21,133.52,HDFC Bank,ICICI Bank,2095.99,Mumbai,Male,Payment,Failed,06:47:42,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,123456795032,987654327032,2024-09,2024-09-21,06:47:42,6,Saturday
TXN06027,2024-04-28,175.97,Axis Bank,Axis Bank,8603.58,Hyderabad,Female,Transfer,Success,21:28:43,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,123456795039,987654327039,2024-04,2024-04-28,21:28:43,21,Sunday
TXN06028,2024-05-29,174.58,HDFC Bank,ICICI Bank,1979.72,Mumbai,Male,Payment,Success,06:06:05,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,123456795040,987654327040,2024-05,2024-05-29,06:06:05,6,Wednesday
TXN06035,2024-12-06,91.17,Axis Bank,Axis Bank,7308.44,Hyderabad,Female,Transfer,Failed,21:51:41,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456795047,987654327047,2024-12,2024-12-06,21:51:41,21,Friday
TXN06037,2024-02-08,70.78,SBI Bank,HDFC Bank,3634.79,Delhi,Female,Transfer,Success,17:50:24,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456795049,987654327049,2024-02,2024-02-08,17:50:24,17,Thursday
TXN06040,2024-05-11,170.87,HDFC Bank,ICICI Bank,5304.44,Mumbai,Male,Payment,Failed,00:25:36,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456795052,987654327052,2024-05,2024-05-11,00:25:36,0,Saturday
TXN06043,2024-08-14,126.53,Axis Bank,Axis Bank,5314.85,Hyderabad,Female,Transfer,Success,21:37:22,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,123456795055,987654327055,2024-08,2024-08-14,21:37:22,21,Wednesday
TXN06046,2024-11-17,86.51,ICICI Bank,SBI Bank,800.07,Bangalore,Male,Payment,Success,21:00:05,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456795058,987654327058,2024-11,2024-11-17,21:00:05,21,Sunday
TXN06049,2024-02-20,152.3,SBI Bank,HDFC Bank,6895.89,Delhi,Female,Transfer,Success,02:29:07,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,123456795061,987654327061,2024-02,2024-02-20,02:29:07,2,Tuesday
TXN06054,2024-07-25,80.18,ICICI Bank,SBI Bank,5980.76,Bangalore,Male,Payment,Success,12:21:10,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,123456795066,987654327066,2024-07,2024-07-25,12:21:10,12,Thursday
TXN06079,2024-08-20,133.81,Axis Bank,Axis Bank,3384.74,Hyderabad,Female,Transfer,Success,23:29:16,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456795091,987654327091,2024-08,2024-08-20,23:29:16,23,Tuesday
TXN06087,2024-04-28,27.37,Axis Bank,Axis Bank,3166.1,Hyderabad,Female,Transfer,Success,04:52:24,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456795099,987654327099,2024-04,2024-04-28,04:52:24,4,Sunday
TXN06091,2024-08-02,14.34,Axis Bank,Axis Bank,6346.9,Hyderabad,Female,Transfer,Success,10:02:02,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,123456795103,987654327103,2024-08,2024-08-02,10:02:02,10,Friday
TXN06107,2024-12-18,108.78,Axis Bank,Axis Bank,8527.9,Hyderabad,Female,Transfer,Success,11:16:31,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,123456795119,987654327119,2024-12,2024-12-18,11:16:31,11,Wednesday
TXN06108,2024-01-19,167.46,HDFC Bank,ICICI Bank,8812.02,Mumbai,Male,Payment,Success,03:05:36,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456795120,987654327120,2024-01,2024-01-19,03:05:36,3,Friday
TXN06117,2024-10-28,63.78,SBI Bank,HDFC Bank,7695.57,Delhi,Female,Transfer,Success,11:45:50,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,123456795129,987654327129,2024-10,2024-10-28,11:45:50,11,Monday
TXN06121,2024-02-02,96.92,SBI Bank,HDFC Bank,7623.7,Delhi,Female,Transfer,Success,17:43:06,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,123456795133,987654327133,2024-02,2024-02-02,17:43:06,17,Friday
TXN06133,2024-02-14,172.49,SBI Bank,HDFC Bank,9182.92,Delhi,Female,Transfer,Success,08:49:27,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,123456795145,987654327145,2024-02,2024-02-14,08:49:27,8,Wednesday
TXN06138,2024-07-19,177.35,ICICI Bank,SBI Bank,8021.72,Bangalore,Male,Payment,Success,05:20:14,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456795150,987654327150,2024-07,2024-07-19,05:20:14,5,Friday
TXN06142,2024-11-23,105.73,ICICI Bank,SBI Bank,9054.12,Bangalore,Male,Payment,Success,01:50:13,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,123456795154,987654327154,2024-11,2024-11-23,01:50:13,1,Saturday
TXN06146,2024-03-27,14.46,ICICI Bank,SBI Bank,6726.76,Bangalore,Male,Payment,Success,23:44:20,Laptop,QR Code,Amazon,Food,46,Instant,EUR,123456795158,987654327158,2024-03,2024-03-27,23:44:20,23,Wednesday
TXN06152,2024-09-03,125.45,HDFC Bank,ICICI Bank,5936.25,Mumbai,Male,Payment,Success,05:10:26,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456795164,987654327164,2024-09,2024-09-03,05:10:26,5,Tuesday
TXN06155,2024-12-06,19.66,Axis Bank,Axis Bank,5061.04,Hyderabad,Female,Transfer,Failed,23:10:53,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456795167,987654327167,2024-12,2024-12-06,23:10:53,23,Friday
TXN06160,2024-05-11,12.71,HDFC Bank,ICICI Bank,7698.3,Mumbai,Male,Payment,Failed,20:43:31,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456795172,987654327172,2024-05,2024-05-11,20:43:31,20,Saturday
TXN06168,2024-01-19,181.72,HDFC Bank,ICICI Bank,8673.64,Mumbai,Male,Payment,Success,18:33:51,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,123456795180,987654327180,2024-01,2024-01-19,18:33:51,18,Friday
TXN06177,2024-10-28,81.37,SBI Bank,HDFC Bank,7559.27,Delhi,Female,Transfer,Success,00:59:37,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,123456795189,987654327189,2024-10,2024-10-28,00:59:37,0,Monday
TXN06184,2024-05-05,192.55,HDFC Bank,ICICI Bank,4634.83,Mumbai,Male,Payment,Success,07:19:24,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,123456795196,987654327196,2024-05,2024-05-05,07:19:24,7,Sunday
TXN06188,2024-09-09,37.99,HDFC Bank,ICICI Bank,910.95,Mumbai,Male,Payment,Success,14:02:00,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,123456795200,987654327200,2024-09,2024-09-09,14:02:00,14,Monday
TXN06194,2024-03-15,44.17,ICICI Bank,SBI Bank,5119.51,Bangalore,Male,Payment,Success,14:44:45,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,123456795206,987654327206,2024-03,2024-03-15,14:44:45,14,Friday
TXN06201,2024-10-22,88.41,SBI Bank,HDFC Bank,1289.85,Delhi,Female,Transfer,Success,04:10:52,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456795213,987654327213,2024-10,2024-10-22,04:10:52,4,Tuesday
TXN06202,2024-11-23,54.81,ICICI Bank,SBI Bank,8458.74,Bangalore,Male,Payment,Success,13:28:47,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456795214,987654327214,2024-11,2024-11-23,13:28:47,13,Saturday
TXN06209,2024-06-30,58.26,SBI Bank,HDFC Bank,8044.7,Delhi,Female,Transfer,Success,23:22:36,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,123456795221,987654327221,2024-06,2024-06-30,23:22:36,23,Sunday
TXN06214,2024-11-05,161.76,ICICI Bank,SBI Bank,264.4,Bangalore,Male,Payment,Success,09:54:28,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,123456795226,987654327226,2024-11,2024-11-05,09:54:28,9,Tuesday
TXN06216,2024-01-07,173.62,HDFC Bank,ICICI Bank,1892.13,Mumbai,Male,Payment,Success,19:38:25,Mobile,UPI ID,Amazon,Food,36,Instant,INR,123456795228,987654327228,2024-01,2024-01-07,19:38:25,19,Sunday
TXN06224,2024-09-15,47.24,HDFC Bank,ICICI Bank,663.42,Mumbai,Male,Payment,Success,12:56:33,Laptop,QR Code,IRCTC,Others,44,Instant,INR,123456795236,987654327236,2024-09,2024-09-15,12:56:33,12,Sunday
TXN06226,2024-11-17,20.16,ICICI Bank,SBI Bank,949.19,Bangalore,Male,Payment,Success,06:50:04,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,123456795238,987654327238,2024-11,2024-11-17,06:50:04,6,Sunday
TXN06231,2024-04-22,116.57,Axis Bank,Axis Bank,9579.03,Hyderabad,Female,Transfer,Success,12:47:39,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,123456795243,987654327243,2024-04,2024-04-22,12:47:39,12,Monday
TXN06243,2024-04-04,105.61,Axis Bank,Axis Bank,1117.04,Hyderabad,Female,Transfer,Success,08:29:53,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,123456795255,987654327255,2024-04,2024-04-04,08:29:53,8,Thursday
TXN06276,2024-01-07,183.85,HDFC Bank,ICICI Bank,4435.55,Mumbai,Male,Payment,Success,10:26:49,Mobile,UPI ID,Amazon,Food,56,Instant,INR,123456795288,987654327288,2024-01,2024-01-07,10:26:49,10,Sunday
TXN06278,2024-03-09,152.49,ICICI Bank,SBI Bank,4320.54,Bangalore,Male,Payment,Success,15:51:10,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456795290,987654327290,2024-03,2024-03-09,15:51:10,15,Saturday
TXN06285,2024-10-16,18.21,SBI Bank,HDFC Bank,7334.86,Delhi,Female,Transfer,Failed,23:11:36,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,123456795297,987654327297,2024-10,2024-10-16,23:11:36,23,Wednesday
